"","exposure","outcome","id.exposure","id.outcome","samplesize","SNP","b","se","p"
"1","Subjective well being || id:1009","Body mass index || id:2","1009","2",338294,"rs10172421",0.433333333333333,0.219047619047619,0.0478992850564112
"81","Subjective well being || id:1009","Body mass index || id:2","1009","2",338294,"rs9840016",-0.429411764705882,0.264705882352941,0.104755775184926
"82","Subjective well being || id:1009","Body mass index || id:2","1009","2",338294,"rs9956636",-0.453846153846154,0.284615384615385,0.110802922150103
"83","Subjective well being || id:1009","Body mass index || id:2","1009","2",338294,"All - Inverse variance weighted",0.0111756917595958,0.0338301273450217,0.741137544918971
"84","Subjective well being || id:1009","Body mass index || id:2","1009","2",338294,"All - MR Egger",0.126483037330005,0.11876666723937,0.290092894025444
"85","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs10172421",-0.771428571428571,0.247619047619048,0.00183705204348061
"86","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs1028144",-0.0769230769230769,0.369230769230769,0.834968706358955
"87","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs1075737",-0.578947368421053,0.331578947368421,0.0808054356315763
"88","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs10769190",0.0777777777777778,0.233333333333333,0.738882680363527
"89","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs10895581",0.05,0.375,0.893929766752772
"90","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs10923025",0.0758620689655172,0.355172413793103,0.830865056791274
"91","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs11073619",0.42,0.336,0.21129954733371
"92","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs11612312",0.131578947368421,0.305263157894737,0.666443297771752
"93","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs11644362",-0.407142857142857,0.25,0.103403776769015
"94","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs11668122",0.128571428571429,0.567857142857143,0.820878589145356
"95","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs11691770",0.0837837837837838,0.327027027027027,0.797797684867063
"96","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs11751387",-0.261904761904762,0.371428571428571,0.480730455393132
"97","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs12062152",-0.391428571428571,0.342857142857143,0.253592601370205
"98","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs12143280",0.75,0.471052631578947,0.111344541811231
"99","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs12147610",-0.0263157894736842,0.589473684210526,0.964391981634186
"100","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs12152057",-0.386666666666667,0.406666666666667,0.341695924523077
"101","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs12298541",0.275,0.35,0.432034892005007
"102","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs12460988",-0.285714285714286,0.35,0.414313404333337
"103","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs12474324",0.696296296296296,0.32962962962963,0.0346556216538169
"104","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs13235506",0.244117647058824,0.311764705882353,0.43361603228642
"105","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs13387164",-0.0782608695652174,0.347826086956522,0.821979274262541
"106","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs1361360",-0.2,0.264285714285714,0.449195604488527
"107","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs1462450",-0.43,0.435,0.322905021200285
"108","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs1556477",-0.0642857142857143,0.35,0.854269623151224
"109","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs17005492",0.222222222222222,0.338888888888889,0.511992904340372
"110","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs17331012",-0.091304347826087,0.326086956521739,0.779477504888406
"111","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs17693963",-0.703846153846154,0.315384615384615,0.0256343133340409
"112","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs2017279",0.09375,0.3375,0.78118295086715
"113","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs2058382",-0.08,0.326666666666667,0.806535441920889
"114","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs2075677",0.438095238095238,0.266666666666667,0.100412493986103
"115","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs210896",-0.552941176470588,0.335294117647059,0.099122478093023
"116","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs2127737",0.0222222222222222,0.361111111111111,0.950930384556175
"117","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs2212682",-0.552631578947368,0.378947368421053,0.144748686602996
"118","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs2321300",0.141176470588235,0.405882352941176,0.727970796961297
"119","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs2409722",0.146153846153846,0.276923076923077,0.597653582632867
"120","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs258677",0.0941176470588235,0.282352941176471,0.738882680363527
"121","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs2597455",0.242857142857143,0.35,0.48775900300286
"122","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs281288",-0.2,0.3125,0.522172599385723
"123","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs2819873",0.133333333333333,0.243333333333333,0.583729527576458
"124","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs2911244",-0.0153846153846154,0.369230769230769,0.966764427019273
"125","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs3104708",0.628571428571429,0.338095238095238,0.0630051811899095
"126","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs35238",-0.01,0.32,0.975070165131246
"127","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs3756290",-0.38125,0.35,0.276027910507894
"128","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs4570163",-0.257142857142857,0.257142857142857,0.317310507862914
"129","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs4589952",-0.380952380952381,0.323809523809524,0.239406878796789
"130","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs4810682",-0.171428571428571,0.514285714285714,0.738882680363527
"131","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs4842283",-0.3,0.289655172413793,0.300335455676674
"132","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs6073597",0.2,0.342857142857143,0.559668927199412
"133","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs6089930",0.0285714285714286,0.357142857142857,0.936237255972025
"134","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs6587766",0.0872340425531915,0.272340425531915,0.748731448322679
"135","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs6598440",-0.278125,0.446875,0.533693591303184
"136","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs6813656",0.308888888888889,0.313333333333333,0.324223607756259
"137","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs7072297",0.0777777777777778,0.255555555555556,0.760862912213715
"138","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs7149000",-0.0857142857142857,0.342857142857143,0.802587348634153
"139","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs7445606",0.476923076923077,0.369230769230769,0.19647260583939
"140","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs7487682",1.2,0.376923076923077,0.00145418951381014
"141","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs7584895",-0.142857142857143,0.35,0.683153815445709
"142","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs7939430",-0.0894736842105263,0.357894736842105,0.802587348634153
"143","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs7952069",0.495238095238095,0.333333333333333,0.137354710336186
"144","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs8073904",-0.380952380952381,0.442857142857143,0.389670507983478
"145","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs8180800",0.4,0.376923076923077,0.288587892348957
"146","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs903834",-0.0733333333333333,0.353333333333333,0.83558255836259
"147","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs905456",0.357142857142857,0.35,0.307534923937204
"148","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs9291932",-0.533333333333333,0.36,0.138478316066821
"149","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs929814",-0.584615384615385,0.376923076923077,0.120896793300376
"150","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs9528554",-0.14375,0.35625,0.686573982946944
"151","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs976337",0.214285714285714,0.35,0.540375740228835
"152","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs9840016",0.0823529411764706,0.347058823529412,0.812433265726068
"153","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"rs9956636",-0.876923076923077,0.376923076923077,0.0199902613410133
"154","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"All - Inverse variance weighted",-0.0317974735411446,0.0442459739892322,0.472355144541858
"155","Subjective well being || id:1009","HDL cholesterol || id:299","1009","299",187127.12,"All - MR Egger",0.0746750229539657,0.157177108196098,0.63626004932071
"156","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs10172421",-0.333333333333333,0.266666666666667,0.21129954733371
"157","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs1028144",0.215384615384615,0.407692307692308,0.597289822267907
"158","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs1075737",-0.0421052631578947,0.357894736842105,0.906347316282193
"159","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs10769190",0.0555555555555556,0.25,0.824140895741885
"160","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs10895581",-0.40625,0.40625,0.317310507862914
"161","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs10923025",0.793103448275862,0.386206896551724,0.0400171898336306
"162","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs11073619",-0.64,0.364,0.0787063828330469
"163","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs11612312",0.4,0.336842105263158,0.235030456586428
"164","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs11644362",0.328571428571429,0.271428571428571,0.226076999133729
"165","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs11668122",0.107142857142857,0.639285714285714,0.866899729315923
"166","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs11691770",0.0756756756756757,0.356756756756757,0.832012471360641
"167","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs11751387",-0.0857142857142857,0.404761904761905,0.832290604654577
"168","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs12062152",0.108571428571429,0.377142857142857,0.773439524705324
"169","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs12143280",0.642105263157895,0.55,0.243022992038827
"170","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs12147610",-1.12105263157895,0.647368421052632,0.0833256871946906
"171","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs12152057",0.0933333333333333,0.446666666666667,0.834483193136212
"172","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs12298541",-0.56875,0.38125,0.135750724175396
"173","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs12460988",0.00714285714285714,0.378571428571429,0.984946467502462
"174","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs12474324",-0.0037037037037037,0.355555555555556,0.991688852794773
"175","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs13235506",-0.979411764705882,0.338235294117647,0.00378371528374429
"176","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs13387164",0.126086956521739,0.378260869565217,0.738882680363527
"177","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs1361360",-0.192857142857143,0.285714285714286,0.499675764943554
"178","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs1462450",-0.475,0.48,0.322377819651891
"179","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs1556477",-0.278571428571429,0.385714285714286,0.47015786285767
"180","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs17005492",-0.327777777777778,0.366666666666667,0.371354318845999
"181","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs17331012",-0.18695652173913,0.356521739130435,0.600007140794955
"182","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs17693963",-0.1,0.35,0.775096962195985
"183","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs2017279",-0.11875,0.36875,0.747427014162106
"184","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs2058382",-0.653333333333333,0.36,0.0695523729283394
"185","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs2075677",-0.214285714285714,0.29047619047619,0.460693782897693
"186","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs210896",-0.235294117647059,0.364705882352941,0.518822668670191
"187","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs2127737",-0.2,0.394444444444444,0.612125171564839
"188","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs2212682",-0.210526315789474,0.415789473684211,0.612625628038938
"189","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs2321300",-0.4,0.435294117647059,0.358137983510638
"190","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs2409722",0.346153846153846,0.292307692307692,0.236329736314398
"191","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs258677",0.229411764705882,0.305882352941176,0.453254704753736
"192","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs2597455",0.185714285714286,0.385714285714286,0.63017433816751
"193","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs281288",0.175,0.3375,0.604096542957154
"194","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs2819873",0.236666666666667,0.26,0.362687300923075
"195","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs2911244",-0.238461538461538,0.407692307692308,0.558611152351289
"196","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs3104708",-0.633333333333333,0.371428571428571,0.0881705162959528
"197","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs35238",0,0.3475,1
"198","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs3756290",0.43125,0.3875,0.265749994484718
"199","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs4570163",-0.285714285714286,0.271428571428571,0.292509878183886
"200","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs4589952",0.233333333333333,0.352380952380952,0.507867300814076
"201","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs4810682",-0.123809523809524,0.609523809523809,0.83903733185664
"202","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs4842283",0.637931034482759,0.317241379310345,0.0443392358133194
"203","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs6073597",0.357142857142857,0.378571428571429,0.345478272628554
"204","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs6089930",0.985714285714286,0.392857142857143,0.0121042328633829
"205","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs6587766",0.319148936170213,0.297872340425532,0.283976771750912
"206","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs6598440",1.025,0.496875,0.0391227875736298
"207","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs6813656",-0.131111111111111,0.342222222222222,0.70163310201628
"208","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs7072297",0.261111111111111,0.272222222222222,0.337466223819214
"209","Subjective well being || id:1009","LDL cholesterol || id:300","1009","300",173046.02,"rs7149000",0.635714285714286,0.378571428571429,0.0931042500058538
